数据点,cx,cy,象限,FPGA计算角度(rad),MATLAB计算角度(°)
          1, 15646, 21424,1,112.723875,112.720201
          2, 15639, 21359,1,113.080575,113.081344
          3, 15614, 21376,1,113.255428,113.255903
          4, 15596, 21379,1,113.423287,113.422606
          5, 15559, 21385,1,113.765998,113.764043
          6, 15533, 21385,1,114.017786,114.021950
          7, 15510, 21377,1,114.290557,114.286730
          8, 15487, 21365,1,114.570321,114.570304
          9, 15483, 21310,1,114.871068,114.873706
         10, 15453, 21320,1,115.122856,115.122050
         11, 15425, 21333,1,115.339674,115.334012
         12, 15396, 21328,1,115.636924,115.642342
         13, 15371, 21318,1,115.930677,115.935766
         14, 15349, 21317,1,116.154488,116.154644
         15, 15323, 21315,1,116.413270,116.416524
         16, 15333, 21238,1,116.707023,116.713512
         17, 15299, 21254,1,116.958811,116.961711
         18, 15266, 21270,1,117.189617,117.197428
         19, 15239, 21267,1,117.469382,117.472541
         20, 15215, 21270,1,117.686199,117.686332
         21, 15212, 21267,1,117.728164,117.730797
         22, 15197, 21277,1,117.819087,117.820829
         23, 15217, 21205,1,118.014922,118.013822
         24, 15187, 21231,1,118.154805,118.161311
         25, 15169, 21254,1,118.203764,118.209080
         26, 15157, 21259,1,118.294687,118.295950
         27, 15143, 21265,1,118.392605,118.395980
         28, 15134, 21271,1,118.455552,118.448537
         29, 15113, 21268,1,118.658381,118.661904
         30, 15101, 21186,1,119.224904,119.224293
         31, 15086, 21205,1,119.259875,119.260085
         32, 15057, 21210,1,119.504669,119.504102
         33, 15017, 21197,1,119.945298,119.949629
         34, 14981, 21193,1,120.301998,120.305642
         35, 14951, 21178,1,120.665692,120.667703
         36, 14924, 21161,1,121.015397,121.013654
         37, 14895, 21145,1,121.372097,121.372190
         38, 14891, 21085,1,121.763767,121.764165
         39, 14854, 21093,1,122.057520,122.054427
         40, 14825, 21090,1,122.337285,122.335769
         41, 14791, 21075,1,122.728955,122.733772
         42, 14765, 21065,1,123.022708,123.028587
         43, 14732, 21054,1,123.393396,123.391452
         44, 14711, 21054,1,123.575243,123.578277
         45, 14715, 20977,1,124.022866,124.026449
         46, 14671, 20987,1,124.351589,124.354425
         47, 14646, 20983,1,124.603378,124.600839
         48, 14624, 20983,1,124.792219,124.794261
         49, 14598, 20970,1,125.106954,125.105547
         50, 14576, 20955,1,125.400707,125.394631
         51, 14546, 20945,1,125.722436,125.720244
         52, 14557, 20887,1,126.016189,126.008086
         53, 14518, 20885,1,126.358900,126.359745
         54, 14482, 20887,1,126.659647,126.656020
         55, 14464, 20876,1,126.883459,126.884027
         56, 14436, 20877,1,127.114264,127.115624
         57, 14415, 20869,1,127.352064,127.347662
         58, 14395, 20843,1,127.694776,127.693841
         59, 14401, 20784,1,128.051476,128.051331
         60, 14377, 20791,1,128.212340,128.205109
         61, 14336, 20793,1,128.534069,128.534614
         62, 14311, 20779,1,128.841810,128.840708
         63, 14283, 20764,1,129.184522,129.178153
         64, 14265, 20764,1,129.324404,129.326297
         65, 14241, 20748,1,129.635642,129.636648
         66, 14263, 20680,1,129.943383,129.945608
         67, 14225, 20689,1,130.188177,130.191909
         68, 14197, 20685,1,130.446960,130.448822
         69, 14165, 20672,1,130.803659,130.802307
         70, 14142, 20672,1,130.985506,130.986974
         71, 14121, 20661,1,131.237294,131.235467
         72, 14091, 20645,1,131.593994,131.591753
         73, 14124, 20559,1,131.971676,131.973107
         74, 14077, 20575,1,132.223464,132.225762
         75, 14045, 20577,1,132.468258,132.462530
         76, 14023, 20575,1,132.657100,132.649646
         77, 13996, 20563,1,132.950852,132.950413
         78, 13977, 20547,1,133.216629,133.219050
         79, 13955, 20534,1,133.489399,133.487639
         80, 13935, 20526,1,133.699222,133.702021
         81, 13949, 20463,1,134.083899,134.083107
         82, 13906, 20463,1,134.412622,134.410836
         83, 13882, 20459,1,134.622445,134.623470
         84, 13859, 20445,1,134.909204,134.906018
         85, 13837, 20436,1,135.136513,135.141098
         86, 13818, 20425,1,135.367319,135.368993
         87, 13798, 20403,1,135.689048,135.691113
         88, 13813, 20355,1,135.961818,135.964450
         89, 13777, 20358,1,136.199618,136.205235
         90, 13744, 20344,1,136.556318,136.558660
         91, 13726, 20330,1,136.801112,136.802181
         92, 13696, 20312,1,137.157812,137.164029
         93, 13684, 20305,1,137.304688,137.306801
         94, 13661, 20283,1,137.647400,137.650105
         95, 13682, 20235,1,137.892194,137.896598
         96, 13655, 20234,1,138.095023,138.096420
         97, 13618, 20224,1,138.437735,138.439540
         98, 13598, 20221,1,138.605593,138.603935
         99, 13577, 20199,1,138.927322,138.932717
        100, 13549, 20186,1,139.235063,139.234008
        101, 13536, 20171,1,139.451881,139.448614
        102, 13563, 20106,1,139.815575,139.814526
        103, 13521, 20112,1,140.053375,140.049477
        104, 13497, 20108,1,140.249210,140.245532
        105, 13474, 20090,1,140.546460,140.553193
        106, 13445, 20076,1,140.861195,140.865662
        107, 13426, 20061,1,141.112983,141.119564
        108, 13411, 20045,1,141.350783,141.355484
        109, 13441, 19983,1,141.693494,141.697274
        110, 13405, 19983,1,141.931294,141.932442
        111, 13367, 19971,1,142.274006,142.282808
        112, 13343, 19964,1,142.490823,142.497556
        113, 13328, 19949,1,142.721629,142.724248
        114, 13305, 19929,1,143.043358,143.045060
        115, 13283, 19909,1,143.358093,143.358971
        116, 13329, 19843,1,143.658840,143.658996
        117, 13280, 19841,1,143.980570,143.982329
        118, 13253, 19841,1,144.148428,144.148695
        119, 13226, 19830,1,144.414205,144.412053
        120, 13204, 19808,1,144.742928,144.742447
        121, 13184, 19788,1,145.036681,145.042327
        122, 13168, 19779,1,145.218528,145.218764
        123, 13221, 19707,1,145.554245,145.557945
        124, 13171, 19709,1,145.834010,145.836703
        125, 13141, 19702,1,146.071810,146.076787
        126, 13113, 19689,1,146.358568,146.358338
        127, 13093, 19665,1,146.694286,146.693297
        128, 13068, 19651,1,146.967056,146.964306
        129, 13052, 19631,1,147.239827,147.238647
        130, 13036, 19618,1,147.449650,147.448188
        131, 13069, 19570,1,147.708432,147.708957
        132, 13032, 19553,1,148.072126,148.073702
        133, 13005, 19545,1,148.288944,148.296901
        134, 12975, 19527,1,148.624661,148.628153
        135, 12965, 19511,1,148.834485,148.831652
        136, 12940, 19490,1,149.163208,149.161991
        137, 12933, 19474,1,149.345055,149.349278
        138, 12964, 19424,1,149.659790,149.658211
        139, 12928, 19411,1,149.967531,149.971056
        140, 12895, 19401,1,150.233307,150.237210
        141, 12873, 19378,1,150.569025,150.568513
        142, 14332, 19837,1,136.353489,136.352857
        143, 14108, 20007,1,136.640247,136.644758
        144, 13979, 20088,1,136.940994,136.944544
        145, 13959, 20086,1,137.108853,137.115731
        146, 13892, 20143,1,137.129835,137.133569
        147, 13852, 20171,1,137.192782,137.194978
        148, 13832, 20195,1,137.136829,137.140987
        149, 13815, 20200,1,137.220759,137.224704
        150, 13809, 20203,1,137.241741,137.243760
        151, 13808, 20206,1,137.220759,137.225960
        152, 13806, 20147,1,137.738323,137.739392
        153, 13846, 20173,1,137.220759,137.222713
        154, 13828, 20184,1,137.262723,137.263322
        155, 13821, 20196,1,137.213765,137.214009
        156, 13814, 20203,1,137.206770,137.206892
        157, 13809, 20203,1,137.241741,137.243760
        158, 13809, 20203,1,137.241741,137.243760
        159, 13809, 20206,1,137.213765,137.218593
        160, 13859, 20168,1,137.164806,137.168196
        161, 13831, 20185,1,137.227753,137.232661
        162, 13819, 20195,1,137.234747,137.237200
        163, 13822, 20204,1,137.136829,137.139403
        164, 13812, 20206,1,137.192782,137.196477
        165, 13809, 20208,1,137.199776,137.201826
        166, 13809, 20211,1,137.171800,137.176692
        167, 13863, 20164,1,137.171800,137.172262
        168, 13842, 20179,1,137.199776,137.201695
        169, 13827, 20195,1,137.171800,137.178033
        170, 13824, 20200,1,137.157812,137.158198
        171, 13807, 20208,1,137.213765,137.216560
        172, 13808, 20207,1,137.213765,137.217576
        173, 13810, 20204,1,137.227753,137.227999
        174, 13877, 20149,1,137.192782,137.195091
        175, 13849, 20172,1,137.206770,137.208853
        176, 13832, 20195,1,137.136829,137.140987
        177, 13821, 20193,1,137.234747,137.239251
        178, 13818, 20203,1,137.171800,137.177361
        179, 13811, 20208,1,137.185788,137.187083
        180, 13809, 20207,1,137.206770,137.210208
        181, 13818, 20213,1,137.087871,137.093534
        182, 13868, 20182,1,136.975965,136.982381
        183, 13846, 20199,1,136.996947,137.003332
        184, 13838, 20206,1,136.996947,137.004029
        185, 13834, 20215,1,136.954982,136.958312
        186, 13828, 20214,1,137.003941,137.011174
        187, 13820, 20220,1,137.017929,137.020207
        188, 13821, 20222,1,136.989953,136.996105
        189, 13871, 20175,1,137.017929,137.019122
        190, 13859, 20200,1,136.892035,136.897975
        191, 13847, 20211,1,136.892035,136.895158
        192, 13840, 20213,1,136.927006,136.930489
        193, 13828, 20219,1,136.961977,136.969350
        194, 13831, 20218,1,136.947988,136.955471
        195, 13829, 20225,1,136.906024,136.911823
        196, 13889, 20170,1,136.920012,136.926293
        197, 13856, 20191,1,136.989953,136.996135
        198, 13839, 20204,1,137.010935,137.013386
        199, 13837, 20207,1,136.996947,137.003068
        200, 13834, 20220,1,136.913018,136.916494
        201, 13834, 20218,1,136.934000,136.933214
        202, 13823, 20209,1,137.087871,137.090072
        203, 13821, 20170,1,137.430582,137.433459
        204, 13869, 20184,1,136.954982,136.957996
        205, 13843, 20200,1,137.017929,137.017249
        206, 13841, 20205,1,136.982959,136.990126
        207, 13833, 20209,1,137.010935,137.015988
        208, 13830, 20215,1,136.982959,136.987982
        209, 13825, 20213,1,137.038912,137.041764
        210, 13827, 20217,1,136.989953,136.993481
        211, 13880, 20182,1,136.885041,136.892381
        212, 13853, 20196,1,136.975965,136.976409
        213, 13837, 20212,1,136.954982,136.961157
        214, 13835, 20213,1,136.968971,136.967632
        215, 13831, 20218,1,136.947988,136.955471
        216, 13831, 20214,1,136.982959,136.988937
        217, 13826, 20217,1,136.996947,137.000888
        218, 13879, 20170,1,136.996947,137.001486
        219, 13862, 20192,1,136.940994,136.942888
        220, 13843, 20196,1,137.045906,137.050887
        221, 13837, 20214,1,136.940994,136.944408
        222, 13834, 20210,1,136.996947,137.000186
        223, 13827, 20213,1,137.024924,137.026954
        224, 13826, 20219,1,136.982959,136.984165
        225, 13895, 20159,1,136.968971,136.974527
        226, 13866, 20178,1,137.031918,137.031170
        227, 13851, 20199,1,136.961977,136.966086
        228, 13834, 20206,1,137.031918,137.033727
        229, 13836, 20208,1,136.996947,137.002107
        230, 13828, 20214,1,137.003941,137.011174
        231, 13825, 20208,1,137.080876,137.083655
        232, 13829, 20220,1,136.947988,136.953580
        233, 13868, 20177,1,137.024924,137.024662
        234, 13856, 20200,1,136.920012,136.920379
        235, 13839, 20207,1,136.982959,136.988210
        236, 13835, 20211,1,136.982959,136.984385
        237, 13831, 20211,1,137.010935,137.014061
        238, 13832, 20212,1,136.996947,136.998268
        239, 13827, 20215,1,137.003941,137.010213
        240, 13878, 20175,1,136.961977,136.966623
        241, 13857, 20186,1,137.024924,137.030839
        242, 13847, 20203,1,136.961977,136.962274
        243, 13833, 20206,1,137.038912,137.041147
        244, 13834, 20211,1,136.989953,136.991807
        245, 13824, 20215,1,137.031918,137.032426
        246, 13833, 20213,1,136.975965,136.982475
        247, 13886, 20158,1,137.045906,137.050816
        248, 13861, 20182,1,137.031918,137.034741
        249, 13854, 20200,1,136.934000,136.935305
        250, 13836, 20199,1,137.073882,137.077670
        251, 13834, 20214,1,136.961977,136.966682
        252, 13831, 20212,1,137.003941,137.005684
        253, 13831, 20209,1,137.031918,137.030821
        254, 13832, 20149,1,137.528500,137.530499
        255, 13867, 20182,1,136.989953,136.989867
        256, 13852, 20196,1,136.982959,136.983867
        257, 13837, 20201,1,137.045906,137.053437
        258, 13835, 20208,1,137.003941,137.009531
        259, 13835, 20210,1,136.989953,136.992764
        260, 13827, 20205,1,137.094865,137.094009
        261, 13834, 20216,1,136.947988,136.949943
        262, 13875, 20165,1,137.073882,137.073930
        263, 13853, 20188,1,137.045906,137.043809
        264, 13846, 20201,1,136.982959,136.986521
        265, 13833, 20208,1,137.024924,137.024372
        266, 13838, 20215,1,136.927006,136.928608
        267, 13830, 20212,1,137.010935,137.013098
        268, 13823, 20212,1,137.059894,137.064939
        269, 13890, 20164,1,136.968971,136.969695
        270, 13857, 20187,1,137.017929,137.022400
        271, 13840, 20193,1,137.094865,137.098442
        272, 13839, 20205,1,137.003941,137.004992
        273, 13835, 20207,1,137.017929,137.017917
        274, 13829, 20208,1,137.052900,137.054030
        275, 13830, 20209,1,137.038912,137.038235
        276, 13897, 20156,1,136.982959,136.984977
        277, 13863, 20180,1,137.031918,137.036695
        278, 13844, 20192,1,137.073882,137.077125
        279, 13836, 20205,1,137.024924,137.027274
        280, 13836, 20208,1,136.996947,137.002107
        281, 13832, 20207,1,137.038912,137.040175
        282, 13831, 20213,1,136.996947,136.997310
        283, 13826, 20204,1,137.108853,137.109806
        284, 13877, 20174,1,136.982959,136.982598
        285, 13853, 20188,1,137.045906,137.043809
        286, 13846, 20203,1,136.968971,136.969720
        287, 13837, 20202,1,137.038912,137.045036
        288, 13831, 20203,1,137.073882,137.081157
        289, 13831, 20212,1,137.003941,137.005684
        290, 13826, 20214,1,137.024924,137.025989
        291, 13882, 20168,1,136.989953,136.995916
        292, 13855, 20184,1,137.052900,137.062647
        293, 13840, 20199,1,137.045906,137.047959
        294, 13840, 20209,1,136.954982,136.964006
        295, 13835, 20210,1,136.989953,136.992764
        296, 13828, 20209,1,137.052900,137.053056
        297, 13825, 20203,1,137.122841,137.125602
        298, 13889, 20158,1,137.024924,137.028242
        299, 13865, 20181,1,137.010935,137.013284
        300, 13845, 20192,1,137.066888,137.069685
        301, 13840, 20199,1,137.045906,137.047959
        302, 13833, 20203,1,137.059894,137.066326
        303, 13830, 20208,1,137.045906,137.046618
        304, 13821, 20206,1,137.129835,137.130018
        305, 13829, 20147,1,137.570464,137.569754
        306, 13871, 20176,1,137.003941,137.010656
        307, 13853, 20195,1,136.982959,136.984826
        308, 13841, 20198,1,137.045906,137.048935
        309, 13837, 20200,1,137.052900,137.061840
        310, 13836, 20207,1,137.003941,137.010494
        311, 13829, 20205,1,137.073882,137.079193
        312, 13826, 20207,1,137.080876,137.084637
        313, 13878, 20170,1,137.003941,137.008993
        314, 13854, 20187,1,137.045906,137.044787
        315, 13843, 20193,1,137.073882,137.076140
        316, 13832, 20203,1,137.066888,137.073743
        317, 13836, 20210,1,136.982959,136.985340
        318, 13833, 20209,1,137.010935,137.015988
        319, 13827, 20205,1,137.094865,137.094009
        320, 13886, 20159,1,137.038912,137.042308
        321, 13865, 20183,1,136.989953,136.996385
        322, 13843, 20193,1,137.073882,137.076140
        323, 13837, 20203,1,137.031918,137.036638
        324, 13841, 20199,1,137.038912,137.040527
        325, 13833, 20205,1,137.045906,137.049537
        326, 13829, 20210,1,137.038912,137.037265
        327, 13897, 20155,1,136.989953,136.993494
        328, 13862, 20175,1,137.080876,137.086471
        329, 13852, 20196,1,136.982959,136.983867
        330, 13840, 20194,1,137.087871,137.090022
        331, 13833, 20197,1,137.115847,137.116746
        332, 13835, 20198,1,137.087871,137.093499
        333, 13832, 20203,1,137.066888,137.073743
        334, 13831, 20210,1,137.017929,137.022440
        335, 13876, 20169,1,137.031918,137.032483
        336, 13851, 20185,1,137.080876,137.084031
        337, 13844, 20196,1,137.038912,137.043449
        338, 13841, 20204,1,136.996947,136.998521
        339, 13831, 20201,1,137.094865,137.097954
        340, 13833, 20205,1,137.045906,137.049537
        341, 13837, 20206,1,137.003941,137.011457
        342, 13880, 20165,1,137.031918,137.036406
        343, 13860, 20179,1,137.059894,137.067571
        344, 13842, 20192,1,137.087871,137.091998
        345, 13838, 20201,1,137.038912,137.046010
        346, 13835, 20208,1,137.003941,137.009531
        347, 13826, 20204,1,137.108853,137.109806
        348, 13836, 20203,1,137.038912,137.044063
        349, 13891, 20154,1,137.045906,137.047242
        350, 13864, 20184,1,136.989953,136.995418
        351, 13848, 20191,1,137.052900,137.055778
        352, 13836, 20197,1,137.094865,137.094486
        353, 13832, 20199,1,137.101859,137.107347
        354, 13838, 20211,1,136.954982,136.962106
        355, 13834, 20205,1,137.038912,137.042118
        356, 13895, 20148,1,137.059894,137.068262
        357, 13870, 20169,1,137.073882,137.077458
        358, 13853, 20185,1,137.066888,137.069122
        359, 13833, 20197,1,137.115847,137.116746
        360, 13832, 20199,1,137.101859,137.107347
        361, 13830, 20202,1,137.094865,137.096967
        362, 13833, 20203,1,137.059894,137.066326
        363, 13831, 20203,1,137.073882,137.081157
        364, 13873, 20169,1,137.052900,137.054980
        365, 13859, 20187,1,137.003941,137.007466
        366, 13851, 20188,1,137.052900,137.058719
        367, 13840, 20201,1,137.031918,137.031150
        368, 13835, 20199,1,137.080876,137.085092
        369, 13832, 20198,1,137.115847,137.115753
        370, 13830, 20204,1,137.080876,137.080175
        371, 13884, 20160,1,137.045906,137.048842
        372, 13861, 20177,1,137.073882,137.077017
        373, 13847, 20193,1,137.045906,137.046376
        374, 13838, 20193,1,137.108853,137.113299
        375, 13836, 20199,1,137.073882,137.077670
        376, 13827, 20200,1,137.129835,137.135993
        377, 13832, 20199,1,137.101859,137.107347
        378, 13890, 20153,1,137.059894,137.063293
        379, 13865, 20178,1,137.038912,137.038652
        380, 13858, 20188,1,137.003941,137.006498
        381, 13839, 20195,1,137.087871,137.089035
        382, 13837, 20196,1,137.094865,137.095474
        383, 13835, 20206,1,137.024924,137.026306
        384, 13832, 20207,1,137.038912,137.040175
        385, 13833, 20156,1,137.458559,137.463502
        386, 13877, 20172,1,136.996947,136.999544
        387, 13853, 20185,1,137.066888,137.069122
        388, 13845, 20199,1,137.003941,137.010775
        389, 13835, 20199,1,137.080876,137.085092
        390, 13833, 20203,1,137.059894,137.066326
        391, 13828, 20204,1,137.094865,137.094995
        392, 13837, 20203,1,137.031918,137.036638
        393, 13882, 20167,1,137.003941,137.004402
        394, 13856, 20187,1,137.024924,137.029865
        395, 13846, 20193,1,137.052900,137.053820
        396, 13839, 20199,1,137.052900,137.055390
        397, 13840, 20203,1,137.010935,137.014351
        398, 13833, 20202,1,137.066888,137.074724
        399, 13829, 20200,1,137.115847,137.121179
        400, 13890, 20156,1,137.038912,137.037738
        401, 13864, 20182,1,137.010935,137.012313
        402, 13848, 20195,1,137.017929,137.022090
        403, 13843, 20199,1,137.024924,137.025655
        404, 13833, 20194,1,137.136829,137.141988
        405, 13835, 20209,1,136.996947,137.001146
        406, 13834, 20202,1,137.059894,137.067305
        407, 13895, 20151,1,137.038912,137.042670
        408, 13869, 20177,1,137.010935,137.017174
        409, 13851, 20183,1,137.094865,137.100917
        410, 13850, 20199,1,136.968971,136.973539
        411, 13835, 20201,1,137.066888,137.068284
        412, 13840, 20196,1,137.066888,137.073190
        413, 13840, 20203,1,137.010935,137.014351
        414, 13838, 20206,1,136.996947,137.004029
        415, 13883, 20164,1,137.017929,137.022361
        416, 13852, 20188,1,137.052900,137.051265
        417, 13841, 20191,1,137.101859,137.107856
        418, 13839, 20200,1,137.045906,137.046985
        419, 13836, 20204,1,137.031918,137.035667
        420, 13833, 20204,1,137.052900,137.057931
        421, 13830, 20199,1,137.115847,137.122173
        422, 13886, 20167,1,136.968971,136.974327
        423, 13862, 20177,1,137.066888,137.069544
        424, 13847, 20194,1,137.031918,137.037955
        425, 13837, 20197,1,137.080876,137.087062
        426, 13835, 20197,1,137.094865,137.101908
        427, 13839, 20203,1,137.017929,137.021782
        428, 13836, 20202,1,137.045906,137.052461
        429, 13889, 20159,1,137.017929,137.019733
        430, 13863, 20175,1,137.073882,137.078996
        431, 13854, 20186,1,137.052900,137.053224
        432, 13844, 20199,1,137.017929,137.018216
        433, 13840, 20203,1,137.010935,137.014351
        434, 13841, 20199,1,137.038912,137.040527
        435, 13827, 20199,1,137.143823,137.144396
        436, 13908, 20148,1,136.961977,136.970073
        437, 13870, 20175,1,137.024924,137.026614
        438, 13852, 20189,1,137.038912,137.042832
        439, 13849, 20185,1,137.094865,137.098931
        440, 13838, 20196,1,137.087871,137.088048
        441, 13840, 20201,1,137.031918,137.031150
        442, 13835, 20196,1,137.108853,137.110320
        443, 13832, 20205,1,137.052900,137.056955
        444, 13877, 20168,1,137.031918,137.033463
        445, 13863, 20176,1,137.066888,137.070531
        446, 13848, 20196,1,137.010935,137.013674
        447, 13840, 20198,1,137.052900,137.056367
        448, 13841, 20198,1,137.045906,137.048935
        449, 13826, 20199,1,137.150818,137.151800
        450, 13837, 20199,1,137.066888,137.070245
        451, 13889, 20160,1,137.010935,137.011227
        452, 13860, 20178,1,137.066888,137.076028
        453, 13852, 20188,1,137.052900,137.051265
        454, 13844, 20192,1,137.073882,137.077125
        455, 13841, 20204,1,136.996947,136.998521
        456, 13833, 20199,1,137.094865,137.099930
        457, 13829, 20197,1,137.143823,137.146397
        458, 13896, 20152,1,137.024924,137.026603
        459, 13868, 20169,1,137.087871,137.092433
        460, 13852, 20185,1,137.073882,137.076577
        461, 13842, 20191,1,137.094865,137.100423
        462, 13841, 20196,1,137.059894,137.065758
        463, 13832, 20194,1,137.143823,137.149403
        464, 13834, 20205,1,137.038912,137.042118
        465, 13837, 20139,1,137.577459,137.578776
        466, 13869, 20167,1,137.101859,137.101913
        467, 13855, 20177,1,137.115847,137.121810
        468, 13848, 20186,1,137.094865,137.097939
        469, 13842, 20197,1,137.045906,137.049911
        470, 13836, 20195,1,137.108853,137.111313
        471, 13841, 20196,1,137.059894,137.065758
        472, 13829, 20199,1,137.122841,137.129583
        473, 13880, 20162,1,137.052900,137.061893
        474, 13857, 20179,1,137.087871,137.089972
        475, 13842, 20184,1,137.157812,137.159458
        476, 13841, 20194,1,137.080876,137.082590
        477, 13836, 20224,1,136.864059,136.868231
        478, 13835, 20204,1,137.038912,137.043090
        479, 13835, 20199,1,137.080876,137.085092
        480, 13884, 20153,1,137.101859,137.108430
        481, 13864, 20178,1,137.045906,137.046131
        482, 13849, 20188,1,137.073882,137.073620
        483, 13839, 20197,1,137.066888,137.072208
        484, 13837, 20191,1,137.136829,137.137569
        485, 13835, 20202,1,137.052900,137.059884
        486, 13831, 20200,1,137.101859,137.106356
        487, 13898, 20148,1,137.045906,137.045635
        488, 13865, 20173,1,137.080876,137.080977
        489, 13848, 20181,1,137.136829,137.140158
        490, 13848, 20187,1,137.087871,137.089502
        491, 13836, 20197,1,137.094865,137.094486
        492, 13833, 20201,1,137.073882,137.083124
        493, 13833, 20199,1,137.094865,137.099930
        494, 13833, 20162,1,137.409600,137.412515
        495, 13876, 20170,1,137.017929,137.024002
        496, 13856, 20178,1,137.101859,137.105891
        497, 13846, 20192,1,137.059894,137.062243
        498, 13836, 20194,1,137.115847,137.119729
        499, 13843, 20201,1,137.003941,137.008845
        500, 13836, 20199,1,137.073882,137.077670
        501, 13832, 20197,1,137.122841,137.124162
        502, 13883, 20161,1,137.045906,137.047856
        503, 13855, 20174,1,137.143823,137.147201
        504, 13851, 20189,1,137.045906,137.050286
        505, 13840, 20193,1,137.094865,137.098442
        506, 13836, 20195,1,137.108853,137.111313
        507, 13830, 20202,1,137.094865,137.096967
        508, 13840, 20195,1,137.080876,137.081605
        509, 13890, 20155,1,137.045906,137.046254
        510, 13864, 20176,1,137.059894,137.063054
        511, 13850, 20183,1,137.108853,137.108368
        512, 13839, 20193,1,137.101859,137.105871
        513, 13841, 20197,1,137.052900,137.057345
        514, 13832, 20191,1,137.171800,137.174664
        515, 13833, 20197,1,137.115847,137.116746
        516, 13901, 20141,1,137.080876,137.082795
        517, 13868, 20167,1,137.108853,137.109399
        518, 13855, 20190,1,137.010935,137.012027
        519, 13845, 20192,1,137.066888,137.069685
        520, 13838, 20197,1,137.073882,137.079636
        521, 13833, 20193,1,137.150818,137.150406
        522, 13840, 20197,1,137.059894,137.064778
        523, 13832, 20201,1,137.087871,137.090540
        524, 13876, 20169,1,137.031918,137.032483
        525, 13860, 20182,1,137.038912,137.042213
        526, 13844, 20191,1,137.080876,137.085549
        527, 13842, 20202,1,137.003941,137.007881
        528, 13840, 20199,1,137.045906,137.047959
        529, 13835, 20201,1,137.066888,137.068284
        530, 13836, 20195,1,137.108853,137.111313
        531, 13885, 20161,1,137.031918,137.032820
        532, 13859, 20180,1,137.059894,137.066585
        533, 13849, 20188,1,137.073882,137.073620
        534, 13842, 20194,1,137.073882,137.075156
        535, 13833, 20195,1,137.129835,137.133571
        536, 13839, 20197,1,137.066888,137.072208
        537, 13838, 20203,1,137.024924,137.029211
        538, 13892, 20152,1,137.052900,137.056753
        539, 13863, 20170,1,137.115847,137.121355
        540, 13855, 20189,1,137.017929,137.020458
        541, 13847, 20185,1,137.108853,137.113823
        542, 13840, 20195,1,137.080876,137.081605
        543, 13836, 20196,1,137.101859,137.102898
        544, 13827, 20197,1,137.157812,137.161210
        545, 13900, 20144,1,137.059894,137.064700
        546, 13875, 20169,1,137.038912,137.039984
        547, 13855, 20186,1,137.045906,137.045765
        548, 13843, 20191,1,137.087871,137.092987
        549, 13843, 20197,1,137.038912,137.042474
        550, 13839, 20201,1,137.031918,137.038581
        551, 13839, 20195,1,137.087871,137.089035
        552, 13833, 20199,1,137.094865,137.099930
        553, 13876, 20162,1,137.087871,137.091914
        554, 13863, 20177,1,137.059894,137.062069
        555, 13848, 20193,1,137.038912,137.038930
        556, 13847, 20196,1,137.017929,137.021121
        557, 13832, 20194,1,137.143823,137.149403
        558, 13839, 20202,1,137.024924,137.030180
        559, 13837, 20194,1,137.108853,137.112305
        560, 13889, 20157,1,137.031918,137.036753
        561, 13859, 20179,1,137.073882,137.075040
        562, 13847, 20182,1,137.136829,137.139154
        563, 13847, 20197,1,137.010935,137.012707
        564, 13840, 20195,1,137.080876,137.081605
        565, 13837, 20195,1,137.101859,137.103889
        566, 13833, 20200,1,137.087871,137.091526
        567, 13897, 20150,1,137.038912,137.036115
        568, 13865, 20167,1,137.129835,137.131845
        569, 13855, 20189,1,137.017929,137.020458
        570, 13847, 20188,1,137.087871,137.088513
        571, 13839, 20200,1,137.045906,137.046985
        572, 13840, 20198,1,137.052900,137.056367
        573, 13835, 20195,1,137.115847,137.118734
        574, 13903, 20152,1,136.975965,136.973757
        575, 13875, 20168,1,137.045906,137.048467
        576, 13857, 20188,1,137.010935,137.013965
        577, 13846, 20189,1,137.080876,137.087525
        578, 13844, 20196,1,137.038912,137.043449
        579, 13834, 20195,1,137.122841,137.126154
        580, 13835, 20206,1,137.024924,137.026306
        581, 13828, 20199,1,137.136829,137.136990
        582, 13882, 20160,1,137.059894,137.063873
        583, 13862, 20177,1,137.066888,137.069544
        584, 13850, 20182,1,137.115847,137.116814
        585, 13843, 20196,1,137.045906,137.050887
        586, 13839, 20199,1,137.052900,137.055390
        587, 13837, 20195,1,137.101859,137.103889
        588, 13834, 20196,1,137.115847,137.117740
        589, 13889, 20156,1,137.045906,137.045267
        590, 13863, 20175,1,137.073882,137.078996
        591, 13851, 20188,1,137.052900,137.058719
        592, 13843, 20193,1,137.073882,137.076140
        593, 13840, 20192,1,137.101859,137.106863
        594, 13837, 20196,1,137.094865,137.095474
        595, 13831, 20199,1,137.108853,137.114761
        596, 13897, 20155,1,136.989953,136.993494
        597, 13867, 20171,1,137.080876,137.082961
        598, 13849, 20182,1,137.122841,137.124263
        599, 13847, 20191,1,137.059894,137.063224
        600, 13839, 20193,1,137.101859,137.105871
        601, 13840, 20195,1,137.080876,137.081605
        602, 13831, 20191,1,137.178794,137.182077
        603, 13897, 20143,1,137.094865,137.095883
        604, 13878, 20157,1,137.115847,137.119431
        605, 13860, 20182,1,137.038912,137.042213
        606, 13850, 20189,1,137.052900,137.057738
        607, 13838, 20189,1,137.143823,137.146998
