数据点,cx,cy,象限,FPGA计算角度(rad),MATLAB计算角度(°)
      17801, 19838, 12326,3,294.556333,294.558390
      17802, 19874, 12334,3,294.954998,294.958706
      17803, 19902, 12335,3,295.241756,295.243387
      17804, 19924, 12340,3,295.483053,295.487235
      17805, 19946, 12349,3,295.748830,295.750777
      17806, 19965, 12353,3,295.951659,295.959154
      17807, 19969, 12421,3,296.343329,296.348199
      17808, 20006, 12410,3,296.651070,296.658488
      17809, 20032, 12405,3,296.888870,296.888950
      17810, 20059, 12410,3,297.168635,297.180690
      17811, 20080, 12422,3,297.441405,297.450367
      17812, 20103, 12428,3,297.707181,297.707328
      17813, 20129, 12437,3,298.007928,298.009268
      17814, 20119, 12514,3,298.329658,298.336101
      17815, 20155, 12493,3,298.567457,298.571175
      17816, 20193, 12491,3,298.924157,298.928837
      17817, 20213, 12497,3,299.147969,299.155867
      17818, 20242, 12504,3,299.469698,299.474689
      17819, 20270, 12506,3,299.749463,299.754224
      17820, 20293, 12521,3,300.057204,300.060234
      17821, 20272, 12602,3,300.329974,300.334877
      17822, 20301, 12588,3,300.525809,300.530513
      17823, 20337, 12585,3,300.854533,300.856334
      17824, 20365, 12589,3,301.141291,301.146016
      17825, 20397, 12590,3,301.449032,301.453946
      17826, 20420, 12604,3,301.749779,301.755089
      17827, 20447, 12613,3,302.057520,302.062838
      17828, 20469, 12704,3,302.833867,302.838688
      17829, 20458, 12685,3,302.610055,302.614923
      17830, 20486, 12680,3,302.840861,302.845096
      17831, 20520, 12685,3,303.190567,303.192742
      17832, 20550, 12700,3,303.561255,303.565956
      17833, 20577, 12697,3,303.792060,303.794625
      17834, 20599, 12719,3,304.134772,304.138563
      17835, 20625, 12732,3,304.456501,304.460591
      17836, 20608, 12795,3,304.715283,304.723249
      17837, 20648, 12789,3,305.044007,305.048366
      17838, 20678, 12789,3,305.316777,305.320187
      17839, 20703, 12802,3,305.631512,305.633346
      17840, 20729, 12812,3,305.932259,305.934546
      17841, 20749, 12820,3,306.163065,306.167818
      17842, 20772, 12835,3,306.470806,306.475552
      17843, 20755, 12896,3,306.750570,306.749345
      17844, 20800, 12895,3,307.142241,307.142799
      17845, 20824, 12895,3,307.352064,307.354675
      17846, 20854, 12910,3,307.722752,307.724515
      17847, 20875, 12918,3,307.960552,307.965004
      17848, 20896, 12928,3,308.219334,308.219292
      17849, 20921, 12945,3,308.555052,308.558294
      17850, 20894, 13013,3,308.820828,308.821587
      17851, 20937, 13010,3,309.170534,309.172381
      17852, 20963, 13009,3,309.394345,309.388573
      17853, 21001, 13013,3,309.740554,309.742536
      17854, 21022, 13033,3,310.062283,310.069841
      17855, 21045, 13047,3,310.363030,310.369069
      17856, 21063, 13065,3,310.649789,310.656299
      17857, 21028, 13129,3,310.845624,310.850909
      17858, 21080, 13121,3,311.223306,311.227103
      17859, 21105, 13127,3,311.475094,311.481968
      17860, 21131, 13136,3,311.761853,311.767225
      17861, 21159, 13145,3,312.062600,312.067764
      17862, 21184, 13160,3,312.384329,312.389484
      17863, 21204, 13179,3,312.699064,312.701544
      17864, 21165, 13256,3,312.999811,312.997203
      17865, 21202, 13243,3,313.195646,313.194854
      17866, 21240, 13247,3,313.531364,313.534402
      17867, 21267, 13253,3,313.797140,313.799290
      17868, 21296, 13270,3,314.167828,314.167689
      17869, 21315, 13289,3,314.475569,314.472555
      17870, 21341, 13303,3,314.790304,314.791448
      17871, 21353, 13312,3,314.958163,314.959147
      17872, 21337, 13367,3,315.283389,315.289234
      17873, 21374, 13374,3,315.626101,315.636444
      17874, 21406, 13383,3,315.954824,315.959106
      17875, 21428, 13402,3,316.283547,316.287470
      17876, 21454, 13416,3,316.598283,316.603649
      17877, 21476, 13429,3,316.871053,316.880136
      17878, 21488, 13452,3,317.157812,317.166091
      17879, 21458, 13509,3,317.430582,317.430285
      17880, 21504, 13511,3,317.787282,317.793343
      17881, 21533, 13513,3,318.018088,318.026281
      17882, 21562, 13538,3,318.451723,318.457315
      17883, 21575, 13554,3,318.689523,318.692234
      17884, 21603, 13566,3,318.997264,319.000999
      17885, 21618, 13586,3,319.284022,319.285185
      17886, 21589, 13639,3,319.542804,319.546385
      17887, 21625, 13649,3,319.892510,319.895324
      17888, 21655, 13659,3,320.200251,320.198915
      17889, 21685, 13668,3,320.483513,320.491616
      17890, 21710, 13687,3,320.833218,320.837551
      17891, 21724, 13705,3,321.092001,321.097409
      17892, 21750, 13733,3,321.518642,321.530834
      17893, 21705, 13793,3,321.763436,321.771296
      17894, 21751, 13798,3,322.127129,322.133970
      17895, 21780, 13807,3,322.406894,322.414298
      17896, 21810, 13824,3,322.770588,322.773583
      17897, 21822, 13836,3,322.959429,322.965091
      17898, 21848, 13857,3,323.330117,323.332865
      17899, 21871, 13875,3,323.644852,323.651907
      17900, 21812, 13941,3,323.882652,323.887580
      17901, 21859, 13944,3,324.218369,324.224500
      17902, 21900, 13949,3,324.533105,324.537176
      17903, 21928, 13972,3,324.931769,324.934778
      17904, 21940, 13985,3,325.127604,325.134752
      17905, 21962, 14008,3,325.491298,325.492978
      17906, 21983, 14024,3,325.771063,325.777162
      17907, 21996, 14049,3,326.092792,326.097954
      17908, 21965, 14090,3,326.295621,326.304516
      17909, 22004, 14101,3,326.645327,326.651088
      17910, 22031, 14117,3,326.967056,326.970721
      17911, 22049, 14135,3,327.246821,327.254561
      17912, 22067, 14152,3,327.526585,327.528065
      17913, 22093, 14175,3,327.904267,327.906804
      17914, 22105, 14199,3,328.205014,328.212987
      17915, 22069, 14251,3,328.512755,328.520441
      17916, 22108, 14259,3,328.820496,328.825797
      17917, 22136, 14268,3,329.072284,329.075398
      17918, 22159, 14294,3,329.456961,329.464866
      17919, 22174, 14315,3,329.750713,329.758939
      17920, 22192, 14331,3,330.016490,330.019058
      17921, 22209, 14358,3,330.380184,330.383767
      17922, 22166, 14414,3,330.715901,330.718562
      17923, 22204, 14419,3,330.974683,330.975533
      17924, 22243, 14437,3,331.359360,331.367184
      17925, 22256, 14462,3,331.688083,331.690940
      17926, 22280, 14477,3,331.967847,331.969282
      17927, 22293, 14499,3,332.254606,332.261577
      17928, 22313, 14521,3,332.590324,332.589250
      17929, 22257, 14577,3,332.877082,332.885656
      17930, 22297, 14582,3,333.135864,333.139649
      17931, 22326, 14594,3,333.408635,333.408759
      17932, 22351, 14621,3,333.807299,333.812242
      17933, 22365, 14646,3,334.143017,334.140584
      17934, 22385, 14662,3,334.401799,334.403189
      17935, 22400, 14687,3,334.727025,334.735339
      17936, 22339, 14747,3,335.076731,335.082660
      17937, 22377, 14753,3,335.321525,335.323897
      17938, 22413, 14770,3,335.664237,335.669489
      17939, 22435, 14791,3,335.985966,335.991402
      17940, 22451, 14811,3,336.265730,336.274801
      17941, 22472, 14834,3,336.608442,336.611222
      17942, 22481, 14851,3,336.832254,336.830933
      17943, 22501, 14887,3,337.300859,337.299841
      17944, 22451, 14920,3,337.440741,337.441558
      17945, 22490, 14939,3,337.804435,337.810770
      17946, 22515, 14954,3,338.070212,338.075633
      17947, 22531, 14980,3,338.419917,338.420586
      17948, 22545, 15003,3,338.720664,338.724595
      17949, 22558, 15019,3,338.944476,338.948648
      17950, 22572, 15051,3,339.343140,339.348856
      17951, 22524, 15089,3,339.573946,339.576529
      17952, 22562, 15110,3,339.951628,339.951603
      17953, 22584, 15128,3,340.231393,340.230600
      17954, 22593, 15148,3,340.476187,340.482186
      17955, 22617, 15169,3,340.797916,340.798838
      17956, 22633, 15196,3,341.147622,341.150768
      17957, 22641, 15224,3,341.483339,341.485019
      17958, 22588, 15268,3,341.773595,341.785929
      17959, 22628, 15286,3,342.116306,342.122493
      17960, 22641, 15302,3,342.333124,342.343115
      17961, 22667, 15323,3,342.654853,342.661034
      17962, 22691, 15355,3,343.081494,343.091624
      17963, 22699, 15376,3,343.340276,343.348749
      17964, 22702, 15402,3,343.641023,343.645633
      17965, 22645, 15451,3,344.011711,344.017259
      17966, 22681, 15467,3,344.298470,344.305545
      17967, 22713, 15487,3,344.620199,344.623447
      17968, 22733, 15509,3,344.913952,344.926398
      17969, 22741, 15538,3,345.270652,345.272402
      17970, 22752, 15557,3,345.508452,345.514885
      17971, 22761, 15588,3,345.879140,345.885543
      17972, 22691, 15634,3,346.214857,346.218024
      17973, 22727, 15652,3,346.508610,346.516238
      17974, 22752, 15674,3,346.823345,346.828476
      17975, 22773, 15692,3,347.082127,347.083586
      17976, 22791, 15716,3,347.396862,347.397425
      17977, 22802, 15738,3,347.662639,347.671011
      17978, 22813, 15764,3,347.984368,347.989011
      17979, 22819, 15815,3,348.568376,348.577335
      17980, 22767, 15835,3,348.680282,348.691721
      17981, 22795, 15852,3,348.932070,348.945326
      17982, 22799, 15875,3,349.211835,349.215399
      17983, 22834, 15912,3,349.701423,349.706179
      17984, 22847, 15933,3,349.960205,349.969396
      17985, 22852, 15959,3,350.267946,350.273597
      17986, 22859, 15981,3,350.526728,350.535947
      17987, 22805, 16021,3,350.890422,350.896960
      17988, 22837, 16041,3,351.170187,351.181148
      17989, 22860, 16061,3,351.442957,351.447628
      17990, 22882, 16089,3,351.792663,351.801519
      17991, 22888, 16121,3,352.170345,352.174743
      17992, 22885, 16152,3,352.520051,352.523614
      17993, 22881, 16175,3,352.771839,352.780639
      17994, 22828, 16206,3,353.058597,353.065156
      17995, 22858, 16226,3,353.331368,353.335016
      17996, 22883, 16252,3,353.660091,353.664744
      17997, 22891, 16283,3,354.023785,354.029575
      17998, 22894, 16308,3,354.317538,354.319594
      17999, 22901, 16333,3,354.611291,354.613681
      18000, 22910, 16361,3,354.940014,354.943576
      18001, 22838, 16393,3,355.240761,355.245219
      18002, 22878, 16418,3,355.569484,355.570310
      18003, 22907, 16447,3,355.919190,355.928067
      18004, 22909, 16473,3,356.226931,356.228523
      18005, 22919, 16495,3,356.478719,356.488306
      18006, 22921, 16529,3,356.877383,356.880141
      18007, 22925, 16548,3,357.094201,357.100700
      18008, 22853, 16578,3,357.401942,357.409824
      18009, 22889, 16611,3,357.807601,357.809679
      18010, 22912, 16637,3,358.115342,358.119065
      18011, 22918, 16669,3,358.486030,358.489868
      18012, 22927, 16696,3,358.800765,358.803072
      18013, 22930, 16722,3,359.101512,359.102760
      18014, 22933, 16748,3,359.395264,359.402155
      18015, 22940, 16776,3,359.716994,359.724431
      18016, 22888, 16800,0,0.000000,0.000000
      18017, 22910, 16829,0,0.335717,0.334890
      18018, 22918, 16857,0,0.657447,0.657204
      18019, 22927, 16888,0,1.007152,1.012827
      18020, 22931, 16910,0,1.265935,1.264994
      18021, 22928, 16940,0,1.608646,1.610752
      18022, 22938, 16968,0,1.930375,1.929001
      18023, 22876, 16993,0,2.238116,2.242226
      18024, 22893, 17027,0,2.629787,2.628119
      18025, 22913, 17045,0,2.825622,2.825355
      18026, 22911, 17069,0,3.098392,3.102793
      18027, 22921, 17098,0,3.427116,3.429985
      18028, 22923, 17127,0,3.762833,3.761426
      18029, 22920, 17153,0,4.063580,4.061855
      18030, 22853, 17183,0,4.455250,4.462638
      18031, 22882, 17210,0,4.749003,4.749301
      18032, 22897, 17236,0,5.028768,5.034509
      18033, 22900, 17257,0,5.266568,5.272642
      18034, 22909, 17294,0,5.686214,5.687076
      18035, 22900, 17313,0,5.917020,5.914410
      18036, 22899, 17346,0,6.287708,6.293106
      18037, 22828, 17364,0,6.588455,6.587759
      18038, 22860, 17403,0,6.994114,6.995778
      18039, 22876, 17416,0,7.120008,7.123260
      18040, 22879, 17452,0,7.525666,7.530599
      18041, 22884, 17474,0,7.770460,7.774244
      18042, 22876, 17496,0,8.036237,8.036954
      18043, 22880, 17531,0,8.427907,8.429030
      18044, 22791, 17539,0,8.665707,8.666201
      18045, 22828, 17573,0,8.994430,8.994348
      18046, 22840, 17607,0,9.358124,9.361613
      18047, 22846, 17633,0,9.644883,9.646615
      18048, 22845, 17661,0,9.966612,9.966367
      18049, 22839, 17690,0,10.309324,10.306715
      18050, 22837, 17718,0,10.631053,10.627729
      18051, 22751, 17732,0,10.966770,10.964733
      18052, 22778, 17760,0,11.232547,11.227503
      18053, 22795, 17794,0,11.571761,11.576922
      18054, 22805, 17819,0,11.830543,11.837433
      18055, 22801, 17849,0,12.180249,12.184914
      18056, 22797, 17884,0,12.585908,12.588255
      18057, 22792, 17900,0,12.781743,12.780101
      18058, 22791, 17932,0,13.145437,13.141644
      18059, 22725, 17947,0,13.474160,13.477596
      18060, 22743, 17978,0,13.774907,13.780717
      18061, 22753, 18004,0,14.047677,14.046244
      18062, 22745, 18032,0,14.376401,14.381299
      18063, 22741, 18063,0,14.733101,14.738760
      18064, 22741, 18092,0,15.061824,15.061963
      18065, 22738, 18120,0,15.383553,15.381788
      18066, 22667, 18132,0,15.726265,15.725155
      18067, 22688, 18168,0,16.061982,16.064130
      18068, 22693, 18191,0,16.306776,16.304522
      18069, 22693, 18218,0,16.607523,16.603730
      18070, 22690, 18250,0,16.971217,16.966723
      18071, 22679, 18277,0,17.299940,17.299792
      18072, 22677, 18306,0,17.628664,17.625256
      18073, 22598, 18305,0,17.880452,17.879607
      18074, 22624, 18339,0,18.167210,18.167225
      18075, 22626, 18374,0,18.541395,18.545391
      18076, 22627, 18395,0,18.765207,18.772051
      18077, 22623, 18428,0,19.135895,19.146828
      18078, 22613, 18453,0,19.450630,19.455443
      18079, 22609, 18477,0,19.730395,19.731058
      18080, 22527, 18482,0,20.087095,20.093783
      18081, 22545, 18516,0,20.394836,20.397022
      18082, 22555, 18546,0,20.681594,20.684595
      18083, 22559, 18575,0,20.975347,20.982685
      18084, 22542, 18597,0,21.283088,21.287370
      18085, 22546, 18625,0,21.569847,21.572613
      18086, 22535, 18648,0,21.856605,21.863915
      18087, 22442, 18653,0,22.304229,22.304309
      18088, 22467, 18688,0,22.576999,22.576611
      18089, 22470, 18723,0,22.933699,22.939211
      18090, 22471, 18751,0,23.234446,23.233650
      18091, 22465, 18773,0,23.493228,23.493703
      18092, 22463, 18800,0,23.786981,23.788588
      18093, 22450, 18827,0,24.129692,24.131642
      18094, 22439, 18854,0,24.458416,24.465637
      18095, 22374, 18854,0,24.766157,24.764324
      18096, 22388, 18893,0,25.115862,25.111040
      18097, 22387, 18919,0,25.378142,25.388647
      18098, 22383, 18948,0,25.706865,25.710668
      18099, 22367, 18980,0,26.112524,26.120557
      18100, 22355, 19005,0,26.434253,26.438288
      18101, 22349, 19031,0,26.735000,26.736582
      18102, 22277, 19023,0,27.007770,27.013017
      18103, 22293, 19056,0,27.266552,27.274874
      18104, 22302, 19093,0,27.602270,27.610362
      18105, 22292, 19115,0,27.882034,27.886982
      18106, 22271, 19146,0,28.308675,28.312402
      18107, 22265, 19165,0,28.532487,28.537272
      18108, 22253, 19196,0,28.917163,28.915100
      18109, 22180, 19188,0,29.224904,29.225704
      18110, 22191, 19219,0,29.476692,29.481616
      18111, 22192, 19253,0,29.819404,29.819968
      18112, 22188, 19278,0,30.092174,30.093327
      18113, 22175, 19308,0,30.469856,30.465677
      18114, 22162, 19329,0,30.742627,30.747831
      18115, 22153, 19353,0,31.036380,31.037060
      18116, 22070, 19340,0,31.379091,31.383570
      18117, 22082, 19380,0,31.714809,31.712935
      18118, 22080, 19411,0,32.036538,32.031487
      18119, 22083, 19441,0,32.309308,32.308873
      18120, 22067, 19464,0,32.624043,32.628471
      18121, 22051, 19492,0,32.987737,32.996754
      18122, 22046, 19506,0,33.155596,33.162700
      18123, 21952, 19490,0,33.575243,33.580132
      18124, 21974, 19532,0,33.855007,33.853939
      18125, 21971, 19553,0,34.071825,34.075806
      18126, 21972, 19595,0,34.470489,34.473290
      18127, 21954, 19608,0,34.708289,34.710218
      18128, 21945, 19641,0,35.078977,35.081059
      18129, 21931, 19663,0,35.372730,35.378189
      18130, 21913, 19637,0,35.246836,35.246451
      18131, 21851, 19680,0,36.051159,36.055498
      18132, 21855, 19712,0,36.330924,36.331007
      18133, 21847, 19735,0,36.596700,36.599048
      18134, 21835, 19763,0,36.932417,36.939230
      18135, 21821, 19786,0,37.247153,37.245503
      18136, 21807, 19811,0,37.568882,37.569758
      18137, 21789, 19840,0,37.960552,37.957033
      18138, 21726, 19823,0,38.233323,38.231392
      18139, 21725, 19866,0,38.631987,38.632330
      18140, 21722, 19888,0,38.855799,38.853066
      18141, 21708, 19921,0,39.247469,39.248425
      18142, 21698, 19938,0,39.471281,39.470960
      18143, 21678, 19965,0,39.852460,39.852801
      18144, 21660, 19984,0,40.146213,40.149128
      18145, 21594, 19968,0,40.474936,40.479985
      18146, 21598, 19997,0,40.705742,40.709000
      18147, 21587, 20035,0,41.125389,41.123897
      18148, 21579, 20055,0,41.356194,41.357235
      18149, 21566, 20096,0,41.810812,41.808397
      18150, 21548, 20108,0,42.041618,42.044320
      18151, 21534, 20120,0,42.251441,42.251037
      18152, 21459, 20099,0,42.629123,42.631461
      18153, 21463, 20133,0,42.894899,42.894048
      18154, 21461, 20167,0,43.195646,43.199263
      18155, 21445, 20192,0,43.531364,43.532291
      18156, 21427, 20219,0,43.895058,43.896526
      18157, 21411, 20239,0,44.188810,44.186210
      18158, 21396, 20252,0,44.412622,44.409795
      18159, 21313, 20227,0,44.846257,44.849536
      18160, 21322, 20265,0,45.087554,45.094468
      18161, 21315, 20299,0,45.423271,45.429377
      18162, 21297, 20328,0,45.800954,45.808153
      18163, 21288, 20348,0,46.038753,46.041446
      18164, 21268, 20370,0,46.374471,46.377697
      18165, 21251, 20391,0,46.675218,46.681533
      18166, 21182, 20349,0,46.899029,46.903811
      18167, 21174, 20388,0,47.276712,47.281505
      18168, 21171, 20422,0,47.570464,47.575279
      18169, 21163, 20451,0,47.864217,47.868229
      18170, 21145, 20471,0,48.164964,48.171686
      18171, 21124, 20487,0,48.465711,48.468674
      18172, 21110, 20510,0,48.759464,48.761343
      18173, 21089, 20530,0,49.088187,49.088460
      18174, 21029, 20505,0,49.402922,49.401791
      18175, 21025, 20544,0,49.731646,49.731819
      18176, 21007, 20573,0,50.102334,50.102145
      18177, 21001, 20579,0,50.193257,50.197887
      18178, 20978, 20613,0,50.637383,50.645731
      18179, 20962, 20631,0,50.910154,50.914616
      18180, 20937, 20648,0,51.252865,51.253069
      18181, 20883, 20615,0,51.469683,51.480296
      18182, 20870, 20654,0,51.868347,51.877320
      18183, 20862, 20688,0,52.190077,52.191281
      18184, 20843, 20708,0,52.490823,52.499686
      18185, 20824, 20734,0,52.847523,52.849585
      18186, 20801, 20749,0,53.148270,53.156893
      18187, 20776, 20768,0,53.504970,53.509696
      18188, 20707, 20724,0,53.819705,53.822139
      18189, 20736, 20768,0,53.861670,53.865812
      18190, 20704, 20794,0,54.323281,54.330501
      18191, 20689, 20819,0,54.631022,54.634502
      18192, 20671, 20835,0,54.896799,54.904030
      18193, 20650, 20850,0,55.190551,55.193732
      18194, 20625, 20870,0,55.547251,55.552546
      18195, 20564, 20823,0,55.799039,55.802052
      18196, 20560, 20876,0,56.183715,56.186657
      18197, 20543, 20902,0,56.505445,56.511446
      18198, 20535, 20921,0,56.701280,56.706909
      18199, 20514, 20942,0,57.036997,57.034140
      18200, 20498, 20954,0,57.253815,57.257777
      18201, 20469, 20975,0,57.652479,57.658029
      18202, 20411, 20920,0,57.855309,57.859484
      18203, 20399, 20956,0,58.191026,58.196925
      18204, 20385, 21000,0,58.596685,58.598479
      18205, 20373, 21015,0,58.799514,58.802443
      18206, 20353, 21037,0,59.121243,59.123249
      18207, 20330, 21054,0,59.435978,59.441839
      18208, 20312, 21071,0,59.708749,59.712459
      18209, 20289, 21081,0,59.988513,59.989476
      18210, 20237, 21058,0,60.352207,60.354987
      18211, 20227, 21082,0,60.590007,60.589554
      18212, 20214, 21107,0,60.855783,60.857140
      18213, 20192, 21124,0,61.163524,61.165034
      18214, 20176, 21138,0,61.401324,61.397668
      18215, 20156, 21150,0,61.653112,61.657556
      18216, 20125, 21169,0,62.058771,62.062229
      18217, 20073, 21133,0,62.380500,62.375706
      18218, 20073, 21167,0,62.562347,62.559272
      18219, 20046, 21190,0,62.947023,62.946950
      18220, 20034, 21208,0,63.163841,63.159594
      18221, 20015, 21221,0,63.408635,63.414192
      18222, 19987, 21242,0,63.793311,63.798137
      18223, 19971, 21255,0,64.024117,64.022108
      18224, 19913, 21214,0,64.394805,64.391432
      18225, 19897, 21245,0,64.699049,64.707259
      18226, 19881, 21277,0,65.020778,65.025230
      18227, 19855, 21296,0,65.370484,65.377444
      18228, 19843, 21306,0,65.538343,65.545569
      18229, 19810, 21320,0,65.944001,65.942830
      18230, 19795, 21329,0,66.132842,66.135751
      18231, 19740, 21287,0,66.489542,66.496059
      18232, 19727, 21321,0,66.783295,66.785841
      18233, 19715, 21346,0,67.021095,67.021701
      18234, 19690, 21372,0,67.384789,67.391972
      18235, 19671, 21376,0,67.601606,67.602584
      18236, 19648, 21395,0,67.916341,67.919554
      18237, 19624, 21405,0,68.210094,68.206959
      18238, 19569, 21345,0,68.510841,68.514513
      18239, 19560, 21385,0,68.776617,68.777813
      18240, 19547, 21413,0,69.028405,69.028823
      18241, 19522, 21432,0,69.364123,69.364143
      18242, 19502, 21444,0,69.615911,69.618602
      18243, 19477, 21462,0,69.951628,69.947888
      18244, 19452, 21469,0,70.231393,70.233140
      18245, 19429, 21400,0,70.196422,70.200536
      18246, 19386, 21445,0,70.825892,70.825729
      18247, 19365, 21478,0,71.168604,71.169717
      18248, 19346, 21492,0,71.420392,71.419677
      18249, 19329, 21504,0,71.633713,71.640766
      18250, 19303, 21525,0,71.983418,71.987260
      18251, 19276, 21532,0,72.284165,72.293462
      18252, 19255, 21541,0,72.542947,72.544022
      18253, 19213, 21500,0,72.836700,72.843922
      18254, 19197, 21527,0,73.102476,73.104658
      18255, 19174, 21550,0,73.417212,73.423532
      18256, 19152, 21564,0,73.696976,73.700767
      18257, 19131, 21578,0,73.962752,73.966638
      18258, 19105, 21582,0,74.249511,74.253013
      18259, 19091, 21592,0,74.431358,74.431644
      18260, 19041, 21547,0,74.823028,74.823741
      18261, 19027, 21576,0,75.053834,75.060458
      18262, 19009, 21602,0,75.326605,75.328448
      18263, 18976, 21614,0,75.711281,75.713143
      18264, 18961, 21617,0,75.872146,75.880904
      18265, 18937, 21640,0,76.193875,76.199487
      18266, 18907, 21636,0,76.508610,76.507215
      18267, 18875, 21579,0,76.697451,76.696789
      18268, 18852, 21624,0,77.061145,77.062687
      18269, 18824, 21641,0,77.403856,77.405968
      18270, 18807, 21653,0,77.620674,77.617813
      18271, 18782, 21668,0,77.921421,77.921702
      18272, 18759, 21673,0,78.180203,78.179526
      18273, 18728, 21690,0,78.540400,78.550395
      18274, 18687, 21613,0,78.813170,78.817513
      18275, 18677, 21652,0,79.009006,79.013177
      18276, 18653, 21675,0,79.316747,79.322190
      18277, 18633, 21690,0,79.568535,79.569272
      18278, 18605, 21700,0,79.883270,79.891125
      18279, 18584, 21709,0,80.135058,80.135032
      18280, 18563, 21715,0,80.365864,80.372643
      18281, 18534, 21635,0,80.526728,80.533606
      18282, 18504, 21679,0,80.939381,80.943398
      18283, 18482, 21709,0,81.233134,81.235847
      18284, 18457, 21715,0,81.512898,81.516902
      18285, 18439, 21737,0,81.743704,81.748338
      18286, 18404, 21740,0,82.128380,82.131176
      18287, 18391, 21745,0,82.275257,82.279434
      18288, 18363, 21756,0,82.596986,82.598435
      18289, 18328, 21702,0,82.897733,82.900019
      18290, 18314, 21722,0,83.079580,83.081034
      18291, 18287, 21750,0,83.408303,83.412476
      18292, 18262, 21756,0,83.695062,83.691372
      18293, 18236, 21762,0,83.974826,83.980735
      18294, 18211, 21768,0,84.254591,84.258866
      18295, 18189, 21777,0,84.506379,84.507373
      18296, 18160, 21717,0,84.758167,84.758808
      18297, 18136, 21745,0,85.051920,85.050305
      18298, 18116, 21755,0,85.275731,85.278289
      18299, 18092, 21773,0,85.555496,85.556201
      18300, 18070, 21782,0,85.793296,85.803089
      18301, 18051, 21785,0,86.010113,86.011917
      18302, 18018, 21784,0,86.366813,86.369763
      18303, 17995, 21727,0,86.576637,86.580885
      18304, 17965, 21757,0,86.926342,86.929751
      18305, 17943, 21775,0,87.178130,87.180797
      18306, 17919, 21787,0,87.443907,87.448828
      18307, 17895, 21683,0,87.660724,87.661476
      18308, 17871, 21793,0,87.975459,87.974087
      18309, 17844, 21804,0,88.269212,88.271782
      18310, 17818, 21733,0,88.527994,88.533452
      18311, 17793, 21765,0,88.814753,88.816705
      18312, 17771, 21779,0,89.059547,89.060346
      18313, 17747, 21793,0,89.318329,89.324445
      18314, 17713, 21805,0,89.696011,89.695631
      18315, 17698, 21800,0,89.856876,89.858543
      18316, 17674, 21801,1,90.118900,90.119670
      18317, 17651, 21726,1,90.377682,90.375516
      18318, 17619, 21764,1,90.727388,90.723335
      18319, 17600, 21778,1,90.930217,90.928916
      18320, 17569, 21787,1,91.265935,91.265315
      18321, 17546, 21799,1,91.517723,91.512451
      18322, 17528, 21814,1,91.706564,91.703091
      18323, 17497, 21804,1,92.049275,92.043181
      18324, 17471, 21802,1,92.322046,92.326386
      18325, 17456, 21753,1,92.517881,92.513847
      18326, 17424, 21774,1,92.853598,92.852503
      18327, 17399, 21786,1,93.119375,93.117707
      18328, 17368, 21789,1,93.455092,93.452789
      18329, 17348, 21791,1,93.671910,93.668586
      18330, 17326, 21796,1,93.909710,93.903461
      18331, 17300, 21795,1,94.189474,94.186027
      18332, 17272, 21731,1,94.546174,94.547286
      18333, 17250, 21759,1,94.762991,94.761505
      18334, 17215, 21767,1,95.133679,95.134397
      18335, 17197, 21779,1,95.315526,95.317150
      18336, 17173, 21785,1,95.567315,95.570368
      18337, 17150, 21783,1,95.819103,95.821239
      18338, 17123, 21781,1,96.119849,96.115285
      18339, 17109, 21711,1,96.350655,96.355020
      18340, 17078, 21743,1,96.651402,96.651072
      18341, 17054, 21761,1,96.889202,96.886715
      18342, 17019, 21753,1,97.273878,97.276336
      18343, 17000, 21763,1,97.469713,97.466696
      18344, 16979, 21762,1,97.693525,97.694432
      18345, 16952, 21751,1,98.001266,98.002479
      18346, 16937, 21692,1,98.260048,98.261167
      18347, 16909, 21717,1,98.525825,98.522990
      18348, 16885, 21727,1,98.770619,98.764990
      18349, 16849, 21738,1,99.134313,99.132834
      18350, 16827, 21742,1,99.365118,99.361514
      18351, 16798, 21739,1,99.679853,99.677811
      18352, 16778, 21730,1,99.910659,99.909461
      18353, 16767, 21654,1,100.183430,100.180956
      18354, 16731, 21687,1,100.505159,100.501583
      18355, 16707, 21697,1,100.742959,100.738218
      18356, 16682, 21703,1,100.994747,100.992950
      18357, 16653, 21705,1,101.302488,101.298230
      18358, 16624, 21704,1,101.606732,101.609519
      18359, 16601, 21701,1,101.858520,101.861188
      18360, 16576, 21614,1,102.341114,102.339231
      18361, 16563, 21646,1,102.404061,102.399520
      18362, 16529, 21654,1,102.746772,102.742779
      18363, 16504, 21669,1,102.970584,102.970358
      18364, 16480, 21672,1,103.215378,103.216906
      18365, 16451, 21668,1,103.530113,103.534140
      18366, 16429, 21665,1,103.767913,103.774491
      18367, 16410, 21659,1,103.991724,103.991333
      18368, 16396, 21602,1,104.299465,104.299817
      18369, 16366, 21618,1,104.572236,104.572047
      18370, 16341, 21625,1,104.817030,104.815589
      18371, 16311, 21625,1,105.124771,105.131285
      18372, 16291, 21631,1,105.327600,105.323071
      18373, 16263, 21617,1,105.663318,105.659133
      18374, 16233, 21613,1,105.985047,105.985399
      18375, 16236, 21550,1,106.159900,106.154684
      18376, 16200, 21571,1,106.467641,106.465543
      18377, 16167, 21582,1,106.782376,106.774512
      18378, 16147, 21582,1,106.985205,106.982876
      18379, 16115, 21579,1,107.327917,107.325516
      18380, 16092, 21575,1,107.579705,107.577634
      18381, 16074, 21564,1,107.803516,107.802259
