数据点,cx,cy,象限,FPGA(KF)计算角度(°),MATLAB计算角度(°)
      11617, 18225, 11839,3,275.665232,275.924014
      11618, 18244, 11903,3,275.924014,276.196785
      11619, 18273, 11878,3,276.182797,276.462561
      11620, 18298, 11868,3,276.455567,276.742326
      11621, 18322, 11864,3,276.728337,277.001108
      11622, 18347, 11858,3,276.994114,277.273878
      11623, 18372, 11860,3,277.259890,277.539655
      11624, 18398, 11864,3,277.518672,277.812425
      11625, 18418, 11933,3,277.791443,278.092190
      11626, 18445, 11909,3,278.085195,278.385942
      11627, 18471, 11896,3,278.364960,278.658713
      11628, 18495, 11888,3,278.644725,278.924489
      11629, 18524, 11885,3,278.903507,279.197260
      11630, 18550, 11887,3,279.183271,279.477024
      11631, 18569, 11890,3,279.470030,279.735806
      11632, 18579, 11973,3,279.721818,280.001583
      11633, 18611, 11949,3,279.987594,280.274353
      11634, 18640, 11934,3,280.260365,280.554118
      11635, 18668, 11928,3,280.540129,280.819894
      11636, 18698, 11911,3,280.819894,281.113647
      11637, 18721, 11926,3,281.099658,281.379423
      11638, 18748, 11925,3,281.393411,281.669679
      11639, 18765, 12020,3,281.662685,281.998402
      11640, 18781, 11985,3,281.984414,282.250190
      11641, 18811, 11968,3,282.236202,282.515966
      11642, 18843, 11957,3,282.501978,282.788737
      11643, 18867, 11961,3,282.788737,283.054513
      11644, 18892, 11961,3,283.054513,283.327284
      11645, 18913, 11969,3,283.327284,283.586066
      11646, 18940, 11970,3,283.586066,283.858836
      11647, 18947, 12034,3,283.858836,284.124613
      11648, 18979, 12015,3,284.124613,284.404377
      11649, 19005, 12000,3,284.397383,284.663159
      11650, 19032, 12003,3,284.656165,284.928936
      11651, 19057, 12003,3,284.928936,285.194712
      11652, 19081, 12001,3,285.194712,285.460488
      11653, 19108, 12020,3,285.453494,285.740253
      11654, 19111, 12083,3,285.740253,286.020017
      11655, 19144, 12065,3,286.006029,286.299782
      11656, 19170, 12064,3,286.292788,286.579547
      11657, 19198, 12052,3,286.565558,286.852317
      11658, 19224, 12061,3,286.838329,287.125087
      11659, 19240, 12067,3,287.111099,287.376876
      11660, 19266, 12068,3,287.369881,287.635658
      11661, 19267, 12144,3,287.621669,287.908428
      11662, 19299, 12120,3,287.880452,288.160216
      11663, 19335, 12115,3,288.139234,288.443478
      11664, 19351, 12109,3,288.439981,288.681278
      11665, 19388, 12113,3,288.674284,288.982025
      11666, 19408, 12117,3,288.975030,289.240807
      11667, 19436, 12131,3,289.240807,289.534560
      11668, 19423, 12207,3,289.534560,289.793342
      11669, 19467, 12180,3,289.793342,290.080100
      11670, 19494, 12175,3,290.080100,290.352871
      11671, 19524, 12177,3,290.352871,290.646624
      11672, 19554, 12180,3,290.639630,290.947371
      11673, 19573, 12184,3,290.940376,291.227135
      11674, 19599, 12196,3,291.220141,291.513894
      11675, 19620, 12285,3,291.506900,291.898570
      11676, 19631, 12250,3,291.891576,292.150358
      11677, 19659, 12240,3,292.150358,292.416134
      11678, 19689, 12244,3,292.402146,292.674917
      11679, 19716, 12247,3,292.674917,292.961675
      11680, 19741, 12252,3,292.961675,293.234446
      11681, 19761, 12261,3,293.227452,293.500222
      11682, 19788, 12272,3,293.500222,293.779987
      11683, 19785, 12328,3,293.779987,294.052757
      11684, 19821, 12316,3,294.038769,294.332522
      11685, 19852, 12313,3,294.325527,294.612286
      11686, 19879, 12312,3,294.605292,294.899045
      11687, 19904, 12321,3,294.899045,295.185803
      11688, 19922, 12333,3,295.171815,295.441089
      11689, 19952, 12345,3,295.441089,295.734841
      11690, 19941, 12407,3,295.734841,296.007612
      11691, 19983, 12398,3,296.000618,296.308359
      11692, 20006, 12397,3,296.308359,296.588123
      11693, 20043, 12399,3,296.581129,296.902858
      11694, 20060, 12409,3,296.902858,297.175629
      11695, 20081, 12416,3,297.175629,297.448399
      11696, 20112, 12425,3,297.441405,297.749146
      11697, 20100, 12497,3,297.742152,298.028911
      11698, 20132, 12486,3,298.021917,298.315669
      11699, 20172, 12477,3,298.301681,298.609422
      11700, 20200, 12488,3,298.609422,298.924157
      11701, 20222, 12491,3,298.910169,299.203922
      11702, 20248, 12505,3,299.196928,299.497675
      11703, 20261, 12509,3,299.490680,299.756457
      11704, 20245, 12589,3,299.756457,300.036221
      11705, 20286, 12573,3,300.015239,300.308992
      11706, 20320, 12572,3,300.295004,300.595750
      11707, 20352, 12572,3,300.588756,300.903491
      11708, 20375, 12584,3,300.882509,301.190250
      11709, 20403, 12591,3,301.176262,301.484003
      11710, 20433, 12605,3,301.484003,301.805732
      11711, 20448, 12691,3,301.798738,302.246361
      11712, 20439, 12670,3,302.239367,302.477167
      11713, 20477, 12668,3,302.477167,302.728955
      11714, 20513, 12670,3,302.728955,303.029702
      11715, 20527, 12678,3,303.022708,303.288484
      11716, 20548, 12693,3,303.281490,303.554261
      11717, 20580, 12701,3,303.547266,303.841019
      11718, 20600, 12713,3,303.834025,304.120784
      11719, 20586, 12780,3,304.113790,304.414537
      11720, 20629, 12773,3,304.400548,304.722278
      11721, 20659, 12774,3,304.708289,305.030019
      11722, 20684, 12783,3,305.016030,305.323771
      11723, 20705, 12791,3,305.309783,305.596542
      11724, 20733, 12808,3,305.589548,305.904283
      11725, 20747, 12822,3,305.897289,306.184047
      11726, 20731, 12885,3,306.177053,306.463812
      11727, 20770, 12876,3,306.463812,306.743576
      11728, 20802, 12880,3,306.743576,307.044323
      11729, 20833, 12893,3,307.030335,307.359058
      11730, 20854, 12897,3,307.352064,307.645817
      11731, 20882, 12916,3,307.638823,307.960552
      11732, 20901, 12933,3,307.953558,308.261299
      11733, 20883, 12999,3,308.254305,308.583028
      11734, 20915, 12988,3,308.569040,308.848805
      11735, 20950, 12995,3,308.848805,309.156546
      11736, 20972, 12996,3,309.149551,309.422322
      11737, 21003, 13010,3,309.415328,309.712578
      11738, 21020, 13029,3,309.705584,310.013325
      11739, 21043, 13042,3,310.006330,310.314071
      11740, 21011, 13116,3,310.300083,310.600830
      11741, 21056, 13109,3,310.600830,310.901577
      11742, 21091, 13116,3,310.894583,311.223306
      11743, 21119, 13118,3,311.223306,311.517059
      11744, 21143, 13133,3,311.510065,311.824800
      11745, 21162, 13136,3,311.817806,312.076588
      11746, 21187, 13159,3,312.076588,312.384329
      11747, 21203, 13239,3,312.377335,312.831952
      11748, 21186, 13226,3,312.831952,313.069752
      11749, 21230, 13234,3,313.069752,313.363505
      11750, 21256, 13240,3,313.349517,313.643270
      11751, 21275, 13256,3,313.636275,313.923034
      11752, 21299, 13269,3,313.916040,314.209793
      11753, 21324, 13285,3,314.202799,314.503546
      11754, 21346, 13304,3,314.503546,314.818281
      11755, 21317, 13343,3,314.797298,315.045589
      11756, 21366, 13359,3,315.038595,315.367319
      11757, 21384, 13368,3,315.360324,315.668065
      11758, 21410, 13378,3,315.654077,315.947830
      11759, 21434, 13397,3,315.933842,316.255571
      11760, 21455, 13417,3,316.255571,316.570306
      11761, 21474, 13425,3,316.570306,316.843077
      11762, 21440, 13494,3,316.850071,317.143823
      11763, 21491, 13494,3,317.136829,317.479541
      11764, 21513, 13504,3,317.465553,317.780288
      11765, 21547, 13514,3,317.780288,318.095023
      11766, 21562, 13533,3,318.095023,318.395770
      11767, 21580, 13547,3,318.388776,318.682528
      11768, 21614, 13565,3,318.675534,319.004258
      11769, 21570, 13636,3,318.997264,319.325987
      11770, 21610, 13629,3,319.325987,319.633728
      11771, 21644, 13641,3,319.612746,319.934475
      11772, 21671, 13652,3,319.934475,320.242216
      11773, 21685, 13668,3,320.235222,320.525477
      11774, 21717, 13688,3,320.511489,320.847207
      11775, 21727, 13709,3,320.840213,321.147954
      11776, 21680, 13775,3,321.133965,321.441706
      11777, 21728, 13776,3,321.427718,321.756441
      11778, 21763, 13786,3,321.742453,322.071177
      11779, 21789, 13796,3,322.064182,322.378918
      11780, 21810, 13821,3,322.364929,322.700647
      11781, 21839, 13838,3,322.686659,323.022376
      11782, 21854, 13850,3,323.015382,323.330117
      11783, 21870, 13926,3,323.309135,323.791729
      11784, 21840, 13927,3,323.777740,324.050511
      11785, 21884, 13930,3,324.043517,324.323281
      11786, 21904, 13953,3,324.316287,324.631022
      11787, 21929, 13966,3,324.617034,324.924775
      11788, 21952, 13978,3,324.903793,325.197545
      11789, 21959, 14002,3,325.190551,325.477310
      11790, 21986, 14021,3,325.470316,325.771063
      11791, 21946, 14079,3,325.764069,326.078804
      11792, 21989, 14080,3,326.064816,326.365562
      11793, 22016, 14093,3,326.358568,326.666309
      11794, 22035, 14113,3,326.652321,326.960062
      11795, 22055, 14127,3,326.953068,327.246821
      11796, 22086, 14159,3,327.239827,327.582538
      11797, 22096, 14178,3,327.582538,327.911262
      11798, 22054, 14235,3,327.911262,328.225997
      11799, 22096, 14242,3,328.225997,328.547726
      11800, 22118, 14252,3,328.540732,328.834485
      11801, 22152, 14268,3,328.827490,329.149220
